keypoints_count,keypoints_mean_x,keypoints_mean_y,keypoints_std_x,keypoints_std_y,keypoints_response_mean,lbp_mean,lbp_std,lbp_uniformity,lbp_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,canny_edge_density,canny_edge_mean,canny_edge_std,sobel_mean,sobel_std,sobel_max,laplacian_var,laplacian_mean,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_range,intensity_skewness,intensity_kurtosis,hist_entropy,hist_uniformity,bone_area_ratio,num_components,opening_area_ratio,closing_area_ratio,hough_lines_count,texture_regularity,texture_mean_local_std,label,image_path
304,116.85197368421052,115.21381578947368,22.306207745811644,54.07551682277551,19.30592105263158,6.673927774234694,2.3366863468235093,0.39923136376122886,2.1192578489961362,91.78334272651522,3.33219832743512,0.6522112553158894,0.5702544080322552,0.9910638179276617,2.7516133935907985,5.6934131730185475,6.998703272680773,6.999086944621256,6.999999999999772,6.999998750177049,-6.999999999999979,0.05939094387755102,15.14469068877551,60.27051077914531,27.327024148349295,60.167182564090844,559.4729662816604,304.7445590846591,7.03581393494898,51.65084901147959,71.59632647643399,0,231,231,0.9930028586976523,2.431523710623135,2.9390619908218714,0.3462311015021947,0.31604751275510207,21,0.3118423150510204,0.3213687818877551,180,14.363853547928382,12.31455904465063,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.39ba3f53047ecb4064613850a1c76fc1.jpg
112,113.875,108.85714285714286,31.522136496210315,53.767166219406676,28.419642857142858,6.689213966836735,2.2731746687735868,0.39643436052004694,2.1173154403768066,111.95407467851498,2.9442741938093504,0.676581541245774,0.5655509146575393,0.993482353199927,2.9030407287203275,6.0257720063286255,6.999789855964643,6.999882440970879,6.999999999999996,6.999999892679317,-6.999999999999999,0.03880341198979592,9.89487005739796,49.24716652949375,26.29296142456192,69.65519875305445,893.0139976506528,400.70070268312435,6.147161989795919,74.79177295918367,92.60005732346036,0,244,244,0.5728627233856248,1.5356435727115647,2.8008661497294067,0.3449175396531738,0.39002710459183676,2,0.3885921556122449,0.39235889668367346,34,19.22858421546862,14.238172270784275,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.525ce876785d0fd798ec3af1593e5bc1.jpg
227,115.23788546255507,114.96916299559471,33.667403691102415,53.39251973466512,23.929515418502202,6.651705994897959,2.321098937649345,0.3978716005423057,2.1169583468141187,112.07152637833798,3.362717850392428,0.6565289946394323,0.5695230614219848,0.9914967879545953,2.830614446322837,5.868233253725312,6.999494053071754,6.999659552943695,6.999999999999968,6.999999621562587,-6.9999999999999964,0.05309311224489796,13.53874362244898,57.17588691791397,28.307640873204413,68.56366164684671,984.1971347245428,432.09493705720905,6.978236607142857,61.688197544642854,81.09107161174295,0,237,237,0.7892016896648666,1.9497464244558294,2.89718005341365,0.3482789036023144,0.35233976403061223,11,0.34915098852040816,0.35696348852040816,87,17.948497932722862,14.601177323227102,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.f9442db05ec473187c60870d407c9e8f.jpg
171,79.08771929824562,99.4327485380117,34.30800327839623,36.24913603392187,24.169590643274855,6.37288743622449,2.5744621710388382,0.3005404895355815,2.466181064781678,102.54493015088842,3.5727116641845624,0.5688820214797281,0.4396378612415528,0.9928015184288579,2.8940822526197283,6.1330144149531804,6.999874097180525,6.999993423539257,-7.0,-6.999999996643018,7.0,0.04771205357142857,12.166573660714286,54.35485966167659,27.780762328119266,64.7715930542856,963.4811881920684,436.6505470605553,7.956652582908164,79.05369100765306,84.3708064618814,0,233,233,0.35730040318319123,1.3693596821943042,3.209865164856656,0.2625051472187502,0.4441764987244898,3,0.44333944515306123,0.44656808035714285,48,17.965749857254725,14.962589110184744,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.234153519323ba2b9aa2e603b0a43771.jpg
245,82.65714285714286,105.30204081632652,34.99231402488733,39.553820165852756,22.208163265306123,6.338767538265306,2.6204240263699394,0.2931622017018979,2.4982255379944474,105.3849206897887,3.9021659896644114,0.553952105609135,0.46793203818040496,0.9917329749228823,2.852791023183218,6.03084958682714,6.999800398736412,6.9999917179313185,-7.0,-6.99999999954082,7.0,0.05052216198979592,12.88315130739796,55.85004920120635,28.673341131056254,61.16959776018053,1004.0019920298963,451.93929491237714,8.775928730867347,74.08165258290816,79.8066916312463,0,253,253,0.3959943778055595,1.4544309602158143,3.3052336607669077,0.250933839796179,0.44395727040816324,7,0.44186463647959184,0.4468271683673469,60,16.750791812032436,14.59496298232426,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.75b67d2e40fe637ba2838e1283f970c5.jpg
155,102.02580645161291,97.09032258064516,69.70777236130446,62.115539351503664,35.225806451612904,6.320591517857143,2.572416433680575,0.2789326794480943,2.5441820465009553,164.62414637783553,3.615155908416688,0.5831857337610715,0.4319789795107412,0.989833960457676,2.9638875001689575,6.499680510171317,6.999967132832354,6.999937620668058,7.0,-6.999999970979551,-6.999999999999999,0.04534040178571429,11.561802455357142,53.0526563906028,30.427778293163083,86.25564092824965,953.3026801598745,697.9950922652613,8.347716039540817,110.17530293367346,90.04507246730189,0,255,255,0.14058423313345328,1.1724033298204155,3.232561462763262,0.22608896356291536,0.48256138392857145,4,0.48066804846938777,0.486507493622449,55,19.783340285706963,15.906431580577117,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.76486fb6ffe2b6c7da0e4922e58a088f.jpg
367,134.19346049046322,145.0299727520436,35.36309381404998,41.28318730367377,19.681198910081743,6.021205357142857,2.664387436045865,0.22232877229969733,2.7405923794102187,107.9346268606294,4.1127544999257974,0.4899268338646636,0.3557656660744018,0.9886796354708048,2.758157266516894,5.891862786216882,6.993362227976765,6.99945936964702,-6.999999999999769,-6.999999426456365,6.999999999999946,0.05102040816326531,13.010204081632653,56.110040372206086,32.92498137642956,64.45767589745664,1020.4939980225264,397.98176253770407,9.124641262755102,65.82692920918367,68.99624775093207,0,255,255,0.586815156680551,2.017958056290794,3.8010980278996014,0.17151363250397142,0.4331154336734694,4,0.42928890306122447,0.4356664540816326,117,13.957217769804267,15.401873434651563,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.4c16d0817782b56497b9f18bca2b0fdd.jpg
225,137.88444444444445,149.7422222222222,35.90635942160637,41.27937601212762,20.066666666666666,6.011977838010204,2.66084836565691,0.22145031869745224,2.7399410327806786,114.35065808916923,4.014828158799637,0.48655831193455795,0.3508760325922927,0.9914114266511496,2.878141751799495,6.155119479947738,6.997685200309942,6.99983637944678,-6.9999999999999805,-6.999999887969644,6.999999999999987,0.06010841836734694,15.32764668367347,60.610338651728455,34.19370736724995,69.12719721166206,1074.914880350998,422.2179148557632,8.933215082908163,88.09486607142857,81.58036232653666,0,255,255,0.18375573997957723,1.4623293619527202,3.9023126213651063,0.15550336952894225,0.49521683673469385,3,0.49280532525510207,0.4977279974489796,94,15.341713116071395,16.543582635746812,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.8b022b79c884d0b37d923a3c961591c6.jpg
251,133.27091633466136,151.72908366533864,39.98045227982015,33.8603634638107,20.266932270916335,5.995236766581633,2.658585638755539,0.22084210406449328,2.745479867953723,125.43768818514927,4.147867266477579,0.48327399942440785,0.35234497328215475,0.9894857982322336,2.834246892288092,6.043465697274625,6.996747634212896,6.9997494540353395,-6.999999999999952,-6.9999997864963985,6.9999999999999805,0.05644132653061224,14.392538265306122,58.84685293144197,33.54104985444938,65.89703976402386,1073.4812527473407,520.8061606817472,9.337292729591837,80.22295519770408,77.21194316770976,0,255,255,0.3117388895475566,1.6000951819781672,3.9015462535907126,0.15783170440242317,0.47560586734693877,4,0.47293526785714285,0.478694993622449,95,13.410035199390833,15.589192660944038,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.f40a3ca2a57d511a40839bd1ca615d54.jpg
27,165.88888888888889,182.11111111111111,44.651185819211214,24.203356567546628,89.88888888888889,6.41683274872449,2.0882501967761633,0.2964781642395175,2.3525965393499977,37.2101216495198,1.3322734443900508,0.7339507821138992,0.15874834502941995,0.9689891857071506,2.5594620159013606,6.011286884730715,6.999721911338503,6.999911074323387,-6.999999999999997,-6.99999992261394,-6.999999999999998,0.011818399234693877,3.013691804846939,27.557377813234844,11.956022652911185,40.07183976904649,940.9718380483021,145.89099704340467,2.658203125,49.46049904336735,24.61124302883593,0,255,255,-0.5759353618782066,4.650186190393469,2.8090514724235573,0.1637900406887734,0.664680325255102,4,0.6554528061224489,0.6688655931122449,9,7.927807338692881,5.298520132767099,0,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.208b9fc171409973fd0f9af79cdcfead.jpg
85,48.917647058823526,37.247058823529414,36.867397286748655,42.02741566906142,88.91764705882353,5.3501275510204085,2.618930358175955,0.11852143496935216,3.1791310319899724,125.35295388057095,2.9645871022729677,0.42438788998086413,0.05099184315371243,0.9094370315539156,2.6143767717296345,6.60375878524844,6.997844202450305,6.999937177293299,-6.999999999999999,-6.999999982712426,6.999999999999995,0.01775749362244898,4.52816087372449,33.67754120926015,21.682730696346844,49.47305892873953,992.9753269845128,884.655315768962,6.964863679846939,64.46069834183673,26.346581350804577,0,254,254,-0.5637557590758191,4.696062700678636,3.2126178981268483,0.13247015594340647,0.7904974489795918,24,0.7766462053571429,0.8016581632653061,8,9.76829466899805,8.113797224905424,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.bc222874fa14e205b638e87ddad52b9d.jpg
18,211.0,174.22222222222223,3.958114029012639,11.15823341033455,134.88888888888889,6.494479432397959,1.9916142297568789,0.30806950636951036,2.255403441233467,45.293615211410845,1.3843030340517257,0.736626579424992,0.12509398700957444,0.917868132505145,2.503276052424711,6.497850827082331,6.998962254898084,6.9998078185425445,6.999999999999983,-6.999999915207863,-6.99999999999999,0.015963807397959183,4.0707708864795915,31.960528788524233,12.185492803649835,41.0385249311553,898.0434287939531,226.29599479316227,3.377630739795918,47.14457110969388,16.861125059990204,0,255,255,0.43218432874686724,13.508890059167097,2.665296039016553,0.18722956322496448,0.6965282206632653,7,0.6836336096938775,0.7065728635204082,14,5.2899392469493165,4.254846236512601,0,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.c068475415ed98d36b311229ae0d3977.jpg
60,37.2,22.0,27.410338682086117,12.929294902146314,112.26666666666667,5.541274713010204,2.5206596930906895,0.12902246162970044,3.107430004374395,123.35951672798973,2.351157941220037,0.5067621315700279,0.07405842919317232,0.8276607663990767,2.3497314538205654,6.151676303886254,6.983743368349149,6.999570968718024,6.999999999999991,-6.999999795660501,6.999999999999736,0.007334183673469388,1.8702168367346939,21.757931481437772,17.1291554623682,47.92626975773224,1051.189802081432,903.3289335251646,5.720902423469388,35.12940449617347,18.936666888607785,0,255,255,1.062484294450773,17.187099314230522,2.800953104329751,0.16318454210120203,0.6778340242346939,59,0.6556720344387755,0.6979033801020408,0,9.529008699325468,6.394967592383683,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.c864ea1d0d7a6ba347b3bd6fa51bf4c9.jpg
87,84.70114942528735,54.98850574712644,54.24065467311836,68.76103786049383,39.39080459770115,5.425422512755102,2.5137335274180566,0.12801011390110706,3.1166202458778822,74.24993320942525,2.774694738338999,0.4604714597671286,0.07873775688351031,0.9707481159554426,2.750549567778243,6.848773956380231,6.999625836760349,6.9999890949833246,7.0,-6.999999998663219,7.0,0.024354272959183673,6.210339604591836,39.30735657821009,23.084539567432365,46.54747650852504,836.691101900815,442.73513844111517,6.0160833864795915,78.3819355867347,35.8326700272114,0,249,249,-1.0094307590660276,2.8693679459604042,3.4233267910401737,0.11682203659017407,0.7715043048469388,10,0.7630939094387755,0.7777423469387755,22,8.844542335878758,8.915332478773848,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.d44c62635f246b717a95453d650ac2cb.jpg
24,214.54166666666666,160.20833333333334,4.271798671389944,40.42480588148267,91.08333333333333,6.298050860969388,2.0429736703378665,0.27389173257346017,2.3752933678695944,65.4766898419803,1.8498448869659607,0.7091643548349092,0.11290718498811067,0.9311837548630413,2.767032161152885,6.914441233743282,6.999928058812121,6.999978482841466,7.0,-6.999999996832965,-7.0,0.019670758928571428,5.016043526785714,35.4108797782228,16.85213201945501,52.27540319968537,727.0336993565016,341.730710173388,4.397739955357143,89.51263552295919,22.605824862261795,0,255,255,-1.283887954364691,7.884685007962863,2.877421150308071,0.1689426385570117,0.7041214923469388,7,0.6915258290816326,0.7154017857142857,11,7.437850346102723,6.097928623457091,0,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.d48b4a85ca5fc14b889454b188e1b49f.jpg
162,112.43827160493827,83.1358024691358,28.521367635992934,59.604095701185194,22.34567901234568,6.195591517857143,2.295912590106088,0.25136264211482184,2.5464290595691415,70.83386028165887,2.896865564933616,0.633814038270679,0.212610674456656,0.9637998537940291,2.5969155961895414,6.581844620306214,6.999989060842982,6.999993110426419,7.0,-6.999999997496697,7.0,0.0538703762755102,13.736945950255102,57.5692412080863,25.677356051752028,58.962037275143665,860.0093022752719,249.1505365335956,5.269730548469388,56.00440449617347,31.372915801287075,0,222,222,1.0327695435397075,4.749244782154179,3.040756440148648,0.23197304353379233,0.20717075892857142,28,0.19196428571428573,0.21061862244897958,86,12.294589825796406,10.325557424864346,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_1002_png.rf.1feafce607366113c97124dc22d52328.jpg
131,102.77862595419847,88.69465648854961,17.227835667202083,66.71208425156078,22.72519083969466,6.068558673469388,2.318714752001475,0.21197836342393048,2.6924496498888884,85.15043105058322,2.9660508168561672,0.6157854459777883,0.1919502088934149,0.9572906624980708,2.8061229660383424,6.948676090584696,6.999998134939604,6.999999162208521,7.0,-6.999999999997295,-7.0,0.05347177933673469,13.635303730867347,57.36794351846829,27.51874604914968,62.267125670166,827.1747094779918,331.8653451569226,5.835738201530612,98.48513233418367,31.986559761180544,0,232,232,0.12399717532889555,5.412781396510741,2.7112065337833333,0.34537130671073146,0.21735491071428573,5,0.19963727678571427,0.22185905612244897,77,13.387998812229247,11.027226980909887,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_1002_png.rf.67c46c90c7089ef2ffa40b5fa22e4ad1.jpg
