edge_density,sobel_mean,sobel_std,lbp_mean,lbp_std,lbp_uniformity,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,intensity_mean,intensity_std,intensity_skewness,intensity_kurtosis,hist_entropy,bright_area_ratio,num_components,num_lines,laplacian_var,label,image_path
0.05939094387755102,27.327024148349295,60.167182564090844,6.673927774234694,2.3366863468235093,0.3992313637628202,91.78334272651522,3.33219832743512,0.6522112553158894,0.5702544080322552,51.65084901147959,71.59632647643399,0.9930028628584919,2.431523724207762,2.939061990824854,0.31604751275510207,21,0,304.7445590846591,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.39ba3f53047ecb4064613850a1c76fc1.jpg
0.03880341198979592,26.29296142456192,69.65519875305445,6.689213966836735,2.2731746687735868,0.3964343605216271,111.95407467851498,2.9442741938093504,0.676581541245774,0.5655509146575393,74.79177295918367,92.60005732346036,0.5728627252415505,1.5356435793450096,2.8008661497321135,0.39002710459183676,2,1,400.70070268312435,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.525ce876785d0fd798ec3af1593e5bc1.jpg
0.05309311224489796,28.307640873204413,68.56366164684671,6.651705994897959,2.321098937649345,0.39787160054389165,112.07152637833798,3.362717850392428,0.6565289946394323,0.5695230614219848,61.688197544642854,81.09107161174295,0.7892016925845529,1.9497464340733934,2.897180053416549,0.35233976403061223,11,1,432.09493705720905,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\distal-humeral-fractures-2-_JPEG.rf.f9442db05ec473187c60870d407c9e8f.jpg
0.04771205357142857,27.780762328119266,64.7715930542856,6.37288743622449,2.5744621710388382,0.30054048953677953,102.54493015088842,3.5727116641845624,0.5688820214797281,0.4396378612415528,79.05369100765306,84.3708064618814,0.3573004044536558,1.3693596886864061,3.209865164860178,0.4441764987244898,3,0,436.6505470605553,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.234153519323ba2b9aa2e603b0a43771.jpg
0.05052216198979592,28.673341131056254,61.16959776018053,6.338767538265306,2.6204240263699394,0.29316220170306645,105.3849206897887,3.9021659896644114,0.553952105609135,0.46793203818040496,74.08165258290816,79.8066916312463,0.39599437929413506,1.4544309675055833,3.30523366077062,0.44395727040816324,7,1,451.93929491237714,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.75b67d2e40fe637ba2838e1283f970c5.jpg
0.04534040178571429,30.427778293163083,86.25564092824965,6.320591517857143,2.572416433680575,0.27893267944920613,164.62414637783553,3.615155908416688,0.5831857337610715,0.4319789795107412,110.17530293367346,90.04507246730189,0.1405842336018327,1.1724033350284886,3.2325614627668293,0.48256138392857145,4,0,697.9950922652613,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\elbow-dislocation-with-coronoid-process-fracture_jpg.rf.76486fb6ffe2b6c7da0e4922e58a088f.jpg
0.05102040816326531,32.92498137642956,64.45767589745664,6.021205357142857,2.664387436045865,0.22232877230058357,107.9346268606294,4.1127544999257974,0.4899268338646636,0.3557656660744018,65.82692920918367,68.99624775093207,0.5868151592320598,2.0179580679897375,3.8010980279043016,0.4331154336734694,4,0,397.98176253770407,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.4c16d0817782b56497b9f18bca2b0fdd.jpg
0.06010841836734694,34.19370736724995,69.12719721166206,6.011977838010204,2.66084836565691,0.22145031869833492,114.35065808916923,4.014828158799637,0.48655831193455795,0.3508760325922927,88.09486607142857,81.58036232653666,0.18375574065531247,1.4623293691227268,3.902312621370008,0.49521683673469385,3,0,422.2179148557632,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.8b022b79c884d0b37d923a3c961591c6.jpg
0.05644132653061224,33.54104985444938,65.89703976402386,5.995236766581633,2.658585638755539,0.22084210406537355,125.43768818514927,4.147867266477579,0.48327399942440785,0.35234497328215475,80.22295519770408,77.21194316770976,0.3117388907587895,1.6000951902675333,3.9015462535956136,0.47560586734693877,4,1,520.8061606817472,1,data\archive\bone fracture detection.v4-v4.yolov8\train\images\fracture-of-the-humeral-capitellum-milch-type-1-1-1-_jpg.rf.f40a3ca2a57d511a40839bd1ca615d54.jpg
0.011818399234693877,11.956022652911185,40.07183976904649,6.41683274872449,2.0882501967761633,0.2964781642406993,37.2101216495198,1.3322734443900508,0.7339507821138992,0.15874834502941995,49.46049904336735,24.61124302883593,-0.5759353688986008,4.650186265971713,2.8090514724262805,0.664680325255102,4,0,145.89099704340467,0,data\archive\bone fracture detection.v4-v4.yolov8\train\images\image1_0_png.rf.208b9fc171409973fd0f9af79cdcfead.jpg
